#
#    Name:  cp936_GBK (Extended GB) to Unicode table
#    Unicode version: 2.0
#    Table version: 2.00
#    Table format:  Format A
#    Date:          04/24/96
#    Authors:       Lori Brownell <loribr@microsoft.com>
#                   K.D. Chang    <a-kchang@microsoft.com>
#    General notes: none
#
#    Format: Three tab-separated columns
#        Column #1 is the GBK code (in hex as 0xXXXX)
#        Column #2 is the Unicode (in hex as 0xXXXX)
#        Column #3 is the Unicode name (follows a comment sign, '#')
#
#    The entries are in GBK order
#
0x00	0x0000	#NULL
0x96AB	0x67C5	#<CJK>
0x96AC	0x67C6	#<CJK>
0x96AD	0x67C7	#<CJK>
0x96AE	0x67C8	#<CJK>
0x96AF	0x67C9	#<CJK>
0x96B0	0x67CA	#<CJK>
0x96B1	0x67CB	#<CJK>
0x96B2	0x67CC	#<CJK>
0x96B3	0x67CD	#<CJK>
0x96B4	0x67CE	#<CJK>
0x96B5	0x67D5	#<CJK>
0x96B6	0x67D6	#<CJK>
0x96B7	0x67D7	#<CJK>
0x96B8	0x67DB	#<CJK>
0x96B9	0x67DF	#<CJK>
0x96BA	0x67E1	#<CJK>
0x96BB	0x67E3	#<CJK>
0x96BC	0x67E4	#<CJK>
0x96BD	0x67E6	#<CJK>
0x96BE	0x67E7	#<CJK>
0x96BF	0x67E8	#<CJK>
0x96C0	0x67EA	#<CJK>
0x96C1	0x67EB	#<CJK>
0x96C2	0x67ED	#<CJK>
0x96C3	0x67EE	#<CJK>
0x96C4	0x67F2	#<CJK>
0x96C5	0x67F5	#<CJK>
0x96C6	0x67F6	#<CJK>
0x96C7	0x67F7	#<CJK>
0x96C8	0x67F8	#<CJK>
0x96C9	0x67F9	#<CJK>
0x96CA	0x67FA	#<CJK>
0x96CB	0x67FB	#<CJK>
0x96CC	0x67FC	#<CJK>
0x96CD	0x67FE	#<CJK>
0x96CE	0x6801	#<CJK>
0x96CF	0x6802	#<CJK>
0x96D0	0x6803	#<CJK>
0x96D1	0x6804	#<CJK>
0x96D2	0x6806	#<CJK>
0x96D3	0x680D	#<CJK>
0x96D4	0x6810	#<CJK>
0x96D5	0x6812	#<CJK>
0x96D6	0x6814	#<CJK>
0x96D7	0x6815	#<CJK>
0x96D8	0x6818	#<CJK>
0x96D9	0x6819	#<CJK>
0x96DA	0x681A	#<CJK>
0x96DB	0x681B	#<CJK>
0x96DC	0x681C	#<CJK>
0x96DD	0x681E	#<CJK>
0x96DE	0x681F	#<CJK>
0x96DF	0x6820	#<CJK>
0x96E0	0x6822	#<CJK>
0x96E1	0x6823	#<CJK>
0x96E2	0x6824	#<CJK>
0x96E3	0x6825	#<CJK>
0x96E4	0x6826	#<CJK>
0x96E5	0x6827	#<CJK>
0x96E6	0x6828	#<CJK>
0x96E7	0x682B	#<CJK>
0x96E8	0x682C	#<CJK>
0x96E9	0x682D	#<CJK>
0x96EA	0x682E	#<CJK>
0x96EB	0x682F	#<CJK>
0x96EC	0x6830	#<CJK>
0x96ED	0x6831	#<CJK>
0x96EE	0x6834	#<CJK>
0x96EF	0x6835	#<CJK>
0x96F0	0x6836	#<CJK>
0x96F1	0x683A	#<CJK>
0x96F2	0x683B	#<CJK>
0x96F3	0x683F	#<CJK>
0x96F4	0x6847	#<CJK>
0x96F5	0x684B	#<CJK>
0x96F6	0x684D	#<CJK>
0x96F7	0x684F	#<CJK>
0x96F8	0x6852	#<CJK>
0x96F9	0x6856	#<CJK>
0x96FA	0x6857	#<CJK>
0x96FB	0x6858	#<CJK>
0x96FC	0x6859	#<CJK>
0x96FD	0x685A	#<CJK>
0x96FE	0x685B	#<CJK>
0x9740	0x685C	#<CJK>
0x9741	0x685D	#<CJK>
0x9742	0x685E	#<CJK>
0x9743	0x685F	#<CJK>
0x9744	0x686A	#<CJK>
0x9745	0x686C	#<CJK>
0x9746	0x686D	#<CJK>
0x9747	0x686E	#<CJK>
0x9748	0x686F	#<CJK>
0x9749	0x6870	#<CJK>
0x974A	0x6871	#<CJK>
0x974B	0x6872	#<CJK>
0x974C	0x6873	#<CJK>
0x974D	0x6875	#<CJK>
0x974E	0x6878	#<CJK>
0x974F	0x6879	#<CJK>
0x9750	0x687A	#<CJK>
0x9751	0x687B	#<CJK>
0x9752	0x687C	#<CJK>
0x9753	0x687D	#<CJK>
0x9754	0x687E	#<CJK>
0x9755	0x687F	#<CJK>
0x9756	0x6880	#<CJK>
0x9757	0x6882	#<CJK>
0x9758	0x6884	#<CJK>
0x9759	0x6887	#<CJK>
0x975A	0x6888	#<CJK>
0x975B	0x6889	#<CJK>
0x975C	0x688A	#<CJK>
0x975D	0x688B	#<CJK>
0x975E	0x688C	#<CJK>
0x975F	0x688D	#<CJK>
0x9760	0x688E	#<CJK>
0x9761	0x6890	#<CJK>
0x9762	0x6891	#<CJK>
0x9763	0x6892	#<CJK>
0x9764	0x6894	#<CJK>
0x9765	0x6895	#<CJK>
0x9766	0x6896	#<CJK>
0x9767	0x6898	#<CJK>
0x9768	0x6899	#<CJK>
0x9769	0x689A	#<CJK>
0x976A	0x689B	#<CJK>
0x976B	0x689C	#<CJK>
0x976C	0x689D	#<CJK>
0x976D	0x689E	#<CJK>
0x976E	0x689F	#<CJK>
0x976F	0x68A0	#<CJK>
0x9770	0x68A1	#<CJK>
0x9771	0x68A3	#<CJK>
0x9772	0x68A4	#<CJK>
0x9773	0x68A5	#<CJK>
0x9774	0x68A9	#<CJK>
0x9775	0x68AA	#<CJK>
0x9776	0x68AB	#<CJK>
0x9777	0x68AC	#<CJK>
0x9778	0x68AE	#<CJK>
0x9779	0x68B1	#<CJK>
0x977A	0x68B2	#<CJK>
0x977B	0x68B4	#<CJK>
0x977C	0x68B6	#<CJK>
0x977D	0x68B7	#<CJK>
0x977E	0x68B8	#<CJK>
0x9780	0x68B9	#<CJK>
0x9781	0x68BA	#<CJK>
0x9782	0x68BB	#<CJK>
0x9783	0x68BC	#<CJK>
0x9784	0x68BD	#<CJK>
0x9785	0x68BE	#<CJK>
0x9786	0x68BF	#<CJK>
0x9787	0x68C1	#<CJK>
0x9788	0x68C3	#<CJK>
0x9789	0x68C4	#<CJK>
0x978A	0x68C5	#<CJK>
0x978B	0x68C6	#<CJK>
0x978C	0x68C7	#<CJK>
0x978D	0x68C8	#<CJK>
0x978E	0x68CA	#<CJK>
0x978F	0x68CC	#<CJK>
0x9790	0x68CE	#<CJK>
0x9791	0x68CF	#<CJK>
0x9792	0x68D0	#<CJK>
0x9793	0x68D1	#<CJK>
0x9794	0x68D3	#<CJK>
0x9795	0x68D4	#<CJK>
0x9796	0x68D6	#<CJK>
0x9797	0x68D7	#<CJK>
0x9798	0x68D9	#<CJK>
0x9799	0x68DB	#<CJK>
0x979A	0x68DC	#<CJK>
0x979B	0x68DD	#<CJK>
0x979C	0x68DE	#<CJK>
0x979D	0x68DF	#<CJK>
0x979E	0x68E1	#<CJK>
0x979F	0x68E2	#<CJK>
0x97A0	0x68E4	#<CJK>
0x97A1	0x68E5	#<CJK>
0x97A2	0x68E6	#<CJK>
0x97A3	0x68E7	#<CJK>
0x97A4	0x68E8	#<CJK>
0x97A5	0x68E9	#<CJK>
0x97A6	0x68EA	#<CJK>
0x97A7	0x68EB	#<CJK>
0x97A8	0x68EC	#<CJK>
0x97A9	0x68ED	#<CJK>
0x97AA	0x68EF	#<CJK>
0x97AB	0x68F2	#<CJK>
0x97AC	0x68F3	#<CJK>
0x97AD	0x68F4	#<CJK>
0x97AE	0x68F6	#<CJK>
0x97AF	0x68F7	#<CJK>
0x97B0	0x68F8	#<CJK>
0x97B1	0x68FB	#<CJK>
0x97B2	0x68FD	#<CJK>
0x97B3	0x68FE	#<CJK>
0x97B4	0x68FF	#<CJK>
0x97B5	0x6900	#<CJK>
0x97B6	0x6902	#<CJK>
0x97B7	0x6903	#<CJK>
0x97B8	0x6904	#<CJK>
0x97B9	0x6906	#<CJK>
0x97BA	0x6907	#<CJK>
0x97BB	0x6908	#<CJK>
0x97BC	0x6909	#<CJK>
0x97BD	0x690A	#<CJK>
0x97BE	0x690C	#<CJK>
0x97BF	0x690F	#<CJK>
0x97C0	0x6911	#<CJK>
0x97C1	0x6913	#<CJK>
0x97C2	0x6914	#<CJK>
0x97C3	0x6915	#<CJK>
0x97C4	0x6916	#<CJK>
0x97C5	0x6917	#<CJK>
0x97C6	0x6918	#<CJK>
0x97C7	0x6919	#<CJK>
0x97C8	0x691A	#<CJK>
0x97C9	0x691B	#<CJK>
0x97CA	0x691C	#<CJK>
0x97CB	0x691D	#<CJK>
0x97CC	0x691E	#<CJK>
0x97CD	0x6921	#<CJK>
0x97CE	0x6922	#<CJK>
0x97CF	0x6923	#<CJK>
0x97D0	0x6925	#<CJK>
0x97D1	0x6926	#<CJK>
0x97D2	0x6927	#<CJK>
0x97D3	0x6928	#<CJK>
0x97D4	0x6929	#<CJK>
0x97D5	0x692A	#<CJK>
0x97D6	0x692B	#<CJK>
0x97D7	0x692C	#<CJK>
0x97D8	0x692E	#<CJK>
0x97D9	0x692F	#<CJK>
0x97DA	0x6931	#<CJK>
0x97DB	0x6932	#<CJK>
0x97DC	0x6933	#<CJK>
0x97DD	0x6935	#<CJK>
0x97DE	0x6936	#<CJK>
0x97DF	0x6937	#<CJK>
0x97E0	0x6938	#<CJK>
0x97E1	0x693A	#<CJK>
0x97E2	0x693B	#<CJK>
0x97E3	0x693C	#<CJK>
0x97E4	0x693E	#<CJK>
0x97E5	0x6940	#<CJK>
0x97E6	0x6941	#<CJK>
0x97E7	0x6943	#<CJK>
0x97E8	0x6944	#<CJK>
0x97E9	0x6945	#<CJK>
0x97EA	0x6946	#<CJK>
0x97EB	0x6947	#<CJK>
0x97EC	0x6948	#<CJK>
0x97ED	0x6949	#<CJK>
0x97EE	0x694A	#<CJK>
0x97EF	0x694B	#<CJK>
0x97F0	0x694C	#<CJK>
0x97F1	0x694D	#<CJK>
0x97F2	0x694E	#<CJK>
0x97F3	0x694F	#<CJK>
0x97F4	0x6950	#<CJK>
0x97F5	0x6951	#<CJK>
0x97F6	0x6952	#<CJK>
0x97F7	0x6953	#<CJK>
0x97F8	0x6955	#<CJK>
0x97F9	0x6956	#<CJK>
0x97FA	0x6958	#<CJK>
0x97FB	0x6959	#<CJK>
0x97FC	0x695B	#<CJK>
0x97FD	0x695C	#<CJK>
0x97FE	0x695F	#<CJK>
0x9840	0x6961	#<CJK>
0x9841	0x6962	#<CJK>
0x9842	0x6964	#<CJK>
0x9843	0x6965	#<CJK>
0x9844	0x6967	#<CJK>
0x9845	0x6968	#<CJK>
0x9846	0x6969	#<CJK>
0x9847	0x696A	#<CJK>
0x9848	0x696C	#<CJK>
0x9849	0x696D	#<CJK>
0x984A	0x696F	#<CJK>
0x984B	0x6970	#<CJK>
0x984C	0x6972	#<CJK>
0x984D	0x6973	#<CJK>
0x984E	0x6974	#<CJK>
0x984F	0x6975	#<CJK>
0x9850	0x6976	#<CJK>
0x9851	0x697A	#<CJK>
0x9852	0x697B	#<CJK>
0x9853	0x697D	#<CJK>
0x9854	0x697E	#<CJK>
0x9855	0x697F	#<CJK>
0x9856	0x6981	#<CJK>
0x9857	0x6983	#<CJK>
0x9858	0x6985	#<CJK>
0x9859	0x698A	#<CJK>
0x985A	0x698B	#<CJK>
0x985B	0x698C	#<CJK>
0x985C	0x698E	#<CJK>
0x985D	0x698F	#<CJK>
0x985E	0x6990	#<CJK>
0x985F	0x6991	#<CJK>
0x9860	0x6992	#<CJK>
0x9861	0x6993	#<CJK>
0x9862	0x6996	#<CJK>
0x9863	0x6997	#<CJK>
0x9864	0x6999	#<CJK>
0x9865	0x699A	#<CJK>
0x9866	0x699D	#<CJK>
0x9867	0x699E	#<CJK>
0x9868	0x699F	#<CJK>
0x9869	0x69A0	#<CJK>
0x986A	0x69A1	#<CJK>
0x986B	0x69A2	#<CJK>
0x986C	0x69A3	#<CJK>
0x986D	0x69A4	#<CJK>
0x986E	0x69A5	#<CJK>
0x986F	0x69A6	#<CJK>
0x9870	0x69A9	#<CJK>
0x9871	0x69AA	#<CJK>
0x9872	0x69AC	#<CJK>
0x9873	0x69AE	#<CJK>
0x9874	0x69AF	#<CJK>
0x9875	0x69B0	#<CJK>
0x9876	0x69B2	#<CJK>
0x9877	0x69B3	#<CJK>
0x9878	0x69B5	#<CJK>
0x9879	0x69B6	#<CJK>
0x987A	0x69B8	#<CJK>
0x987B	0x69B9	#<CJK>
0x987C	0x69BA	#<CJK>
0x987D	0x69BC	#<CJK>
0x987E	0x69BD	#<CJK>
0x9880	0x69BE	#<CJK>
0x9881	0x69BF	#<CJK>
0x9882	0x69C0	#<CJK>
0x9883	0x69C2	#<CJK>
0x9884	0x69C3	#<CJK>
0x9885	0x69C4	#<CJK>
0x9886	0x69C5	#<CJK>
0x9887	0x69C6	#<CJK>
0x9888	0x69C7	#<CJK>
0x9889	0x69C8	#<CJK>
0x988A	0x69C9	#<CJK>
0x988B	0x69CB	#<CJK>
0x988C	0x69CD	#<CJK>
0x988D	0x69CF	#<CJK>
0x988E	0x69D1	#<CJK>
0x988F	0x69D2	#<CJK>
0x9890	0x69D3	#<CJK>
0x9891	0x69D5	#<CJK>
0x9892	0x69D6	#<CJK>
0x9893	0x69D7	#<CJK>
0x9894	0x69D8	#<CJK>
0x9895	0x69D9	#<CJK>
0x9896	0x69DA	#<CJK>
0x9897	0x69DC	#<CJK>
0x9898	0x69DD	#<CJK>
0x9899	0x69DE	#<CJK>
0x989A	0x69E1	#<CJK>
0x989B	0x69E2	#<CJK>
0x989C	0x69E3	#<CJK>
0x989D	0x69E4	#<CJK>
0x989E	0x69E5	#<CJK>
0x989F	0x69E6	#<CJK>
0x98A0	0x69E7	#<CJK>
0x98A1	0x69E8	#<CJK>
0x98A2	0x69E9	#<CJK>
0x98A3	0x69EA	#<CJK>
0x98A4	0x69EB	#<CJK>
0x98A5	0x69EC	#<CJK>
0x98A6	0x69EE	#<CJK>
0x98A7	0x69EF	#<CJK>
0x98A8	0x69F0	#<CJK>
0x98A9	0x69F1	#<CJK>
0x98AA	0x69F3	#<CJK>
0x98AB	0x69F4	#<CJK>
0x98AC	0x69F5	#<CJK>
0x98AD	0x69F6	#<CJK>
0x98AE	0x69F7	#<CJK>
0x98AF	0x69F8	#<CJK>
0x98B0	0x69F9	#<CJK>
0x98B1	0x69FA	#<CJK>
0x98B2	0x69FB	#<CJK>
0x98B3	0x69FC	#<CJK>
0x98B4	0x69FE	#<CJK>
0x98B5	0x6A00	#<CJK>
0x98B6	0x6A01	#<CJK>
0x98B7	0x6A02	#<CJK>
0x98B8	0x6A03	#<CJK>
0x98B9	0x6A04	#<CJK>
0x98BA	0x6A05	#<CJK>
0x98BB	0x6A06	#<CJK>
0x98BC	0x6A07	#<CJK>
0x98BD	0x6A08	#<CJK>
0x98BE	0x6A09	#<CJK>
0x98BF	0x6A0B	#<CJK>
0x98C0	0x6A0C	#<CJK>
0x98C1	0x6A0D	#<CJK>
0x98C2	0x6A0E	#<CJK>
0x98C3	0x6A0F	#<CJK>
0x98C4	0x6A10	#<CJK>
0x98C5	0x6A11	#<CJK>
0x98C6	0x6A12	#<CJK>
0x98C7	0x6A13	#<CJK>
0x98C8	0x6A14	#<CJK>
0x98C9	0x6A15	#<CJK>
0x98CA	0x6A16	#<CJK>
0x98CB	0x6A19	#<CJK>
0x98CC	0x6A1A	#<CJK>
0x98CD	0x6A1B	#<CJK>
0x98CE	0x6A1C	#<CJK>
0x98CF	0x6A1D	#<CJK>
0x98D0	0x6A1E	#<CJK>
0x98D1	0x6A20	#<CJK>
0x98D2	0x6A22	#<CJK>
0x98D3	0x6A23	#<CJK>
0x98D4	0x6A24	#<CJK>
0x98D5	0x6A25	#<CJK>
0x98D6	0x6A26	#<CJK>
0x98D7	0x6A27	#<CJK>
0x98D8	0x6A29	#<CJK>
0x98D9	0x6A2B	#<CJK>
0x98DA	0x6A2C	#<CJK>
0x98DB	0x6A2D	#<CJK>
0x98DC	0x6A2E	#<CJK>
0x98DD	0x6A30	#<CJK>
0x98DE	0x6A32	#<CJK>
0x98DF	0x6A33	#<CJK>
0x98E0	0x6A34	#<CJK>
0x98E1	0x6A36	#<CJK>
0x98E2	0x6A37	#<CJK>
0x98E3	0x6A38	#<CJK>
0x98E4	0x6A39	#<CJK>
0x98E5	0x6A3A	#<CJK>
0x98E6	0x6A3B	#<CJK>
0x98E7	0x6A3C	#<CJK>
0x98E8	0x6A3F	#<CJK>
0x98E9	0x6A40	#<CJK>
0x98EA	0x6A41	#<CJK>
0x98EB	0x6A42	#<CJK>
0x98EC	0x6A43	#<CJK>
0x98ED	0x6A45	#<CJK>
0x98EE	0x6A46	#<CJK>
0x98EF	0x6A48	#<CJK>
0x98F0	0x6A49	#<CJK>
0x98F1	0x6A4A	#<CJK>
0x98F2	0x6A4B	#<CJK>
0x98F3	0x6A4C	#<CJK>
0x98F4	0x6A4D	#<CJK>
0x98F5	0x6A4E	#<CJK>
0x98F6	0x6A4F	#<CJK>
0x98F7	0x6A51	#<CJK>
0x98F8	0x6A52	#<CJK>
0x98F9	0x6A53	#<CJK>
0x98FA	0x6A54	#<CJK>
0x98FB	0x6A55	#<CJK>
0x98FC	0x6A56	#<CJK>
0x98FD	0x6A57	#<CJK>
0x98FE	0x6A5A	#<CJK>
0x9940	0x6A5C	#<CJK>
0x9941	0x6A5D	#<CJK>
0x9942	0x6A5E	#<CJK>
0x9943	0x6A5F	#<CJK>
0x9944	0x6A60	#<CJK>
0x9945	0x6A62	#<CJK>
0x9946	0x6A63	#<CJK>
0x9947	0x6A64	#<CJK>
0x9948	0x6A66	#<CJK>
0x9949	0x6A67	#<CJK>
0x994A	0x6A68	#<CJK>
0x994B	0x6A69	#<CJK>
0x994C	0x6A6A	#<CJK>
0x994D	0x6A6B	#<CJK>
0x994E	0x6A6C	#<CJK>
0x994F	0x6A6D	#<CJK>
0x9950	0x6A6E	#<CJK>
0x9951	0x6A6F	#<CJK>
0x9952	0x6A70	#<CJK>
0x9953	0x6A72	#<CJK>
0x9954	0x6A73	#<CJK>
0x9955	0x6A74	#<CJK>
0x9956	0x6A75	#<CJK>
0x9957	0x6A76	#<CJK>
0x9958	0x6A77	#<CJK>
0x9959	0x6A78	#<CJK>
0x995A	0x6A7A	#<CJK>
0x995B	0x6A7B	#<CJK>
0x995C	0x6A7D	#<CJK>
0x995D	0x6A7E	#<CJK>
0x995E	0x6A7F	#<CJK>
0x995F	0x6A81	#<CJK>
0x9960	0x6A82	#<CJK>
0x9961	0x6A83	#<CJK>
0x9962	0x6A85	#<CJK>
0x9963	0x6A86	#<CJK>
0x9964	0x6A87	#<CJK>
0x9965	0x6A88	#<CJK>
0x9966	0x6A89	#<CJK>
0x9967	0x6A8A	#<CJK>
0x9968	0x6A8B	#<CJK>
0x9969	0x6A8C	#<CJK>
0x996A	0x6A8D	#<CJK>
0x996B	0x6A8F	#<CJK>
0x996C	0x6A92	#<CJK>
0x996D	0x6A93	#<CJK>
0x996E	0x6A94	#<CJK>
0x996F	0x6A95	#<CJK>
0x9970	0x6A96	#<CJK>
0x9971	0x6A98	#<CJK>
0x9972	0x6A99	#<CJK>
0x9973	0x6A9A	#<CJK>
0x9974	0x6A9B	#<CJK>
0x9975	0x6A9C	#<CJK>
0x9976	0x6A9D	#<CJK>
0x9977	0x6A9E	#<CJK>
0x9978	0x6A9F	#<CJK>
0x9979	0x6AA1	#<CJK>
0x997A	0x6AA2	#<CJK>
0x997B	0x6AA3	#<CJK>
0x997C	0x6AA4	#<CJK>
0x997D	0x6AA5	#<CJK>
0x997E	0x6AA6	#<CJK>
0x9980	0x6AA7	#<CJK>
0x9981	0x6AA8	#<CJK>
0x9982	0x6AAA	#<CJK>
0x9983	0x6AAD	#<CJK>
0x9984	0x6AAE	#<CJK>
0x9985	0x6AAF	#<CJK>
0x9986	0x6AB0	#<CJK>
0x9987	0x6AB1	#<CJK>
0x9988	0x6AB2	#<CJK>
0x9989	0x6AB3	#<CJK>
0x998A	0x6AB4	#<CJK>
0x998B	0x6AB5	#<CJK>
0x998C	0x6AB6	#<CJK>
0x998D	0x6AB7	#<CJK>
0x998E	0x6AB8	#<CJK>
0x998F	0x6AB9	#<CJK>
0x9990	0x6ABA	#<CJK>
0x9991	0x6ABB	#<CJK>
0x9992	0x6ABC	#<CJK>
0x9993	0x6ABD	#<CJK>
0x9994	0x6ABE	#<CJK>
0x9995	0x6ABF	#<CJK>
0x9996	0x6AC0	#<CJK>
0x9997	0x6AC1	#<CJK>
0x9998	0x6AC2	#<CJK>
0x9999	0x6AC3	#<CJK>
0x999A	0x6AC4	#<CJK>
0x999B	0x6AC5	#<CJK>
0x999C	0x6AC6	#<CJK>
0x999D	0x6AC7	#<CJK>
0x999E	0x6AC8	#<CJK>
0x999F	0x6AC9	#<CJK>
0x99A0	0x6ACA	#<CJK>
0x99A1	0x6ACB	#<CJK>
0x99A2	0x6ACC	#<CJK>
0x99A3	0x6ACD	#<CJK>
0x99A4	0x6ACE	#<CJK>
0x99A5	0x6ACF	#<CJK>
0x99A6	0x6AD0	#<CJK>
0x99A7	0x6AD1	#<CJK>
0x99A8	0x6AD2	#<CJK>
0x99A9	0x6AD3	#<CJK>
0x99AA	0x6AD4	#<CJK>
0x99AB	0x6AD5	#<CJK>
0x99AC	0x6AD6	#<CJK>
0x99AD	0x6AD7	#<CJK>
0x99AE	0x6AD8	#<CJK>
0x99AF	0x6AD9	#<CJK>
0x99B0	0x6ADA	#<CJK>
0x99B1	0x6ADB	#<CJK>
0x99B2	0x6ADC	#<CJK>
0x99B3	0x6ADD	#<CJK>
0x99B4	0x6ADE	#<CJK>
0x99B5	0x6ADF	#<CJK>
0x99B6	0x6AE0	#<CJK>
0x99B7	0x6AE1	#<CJK>
0x99B8	0x6AE2	#<CJK>
0x99B9	0x6AE3	#<CJK>
0x99BA	0x6AE4	#<CJK>
0x99BB	0x6AE5	#<CJK>
0x99BC	0x6AE6	#<CJK>
0x99BD	0x6AE7	#<CJK>
0x99BE	0x6AE8	#<CJK>
0x99BF	0x6AE9	#<CJK>
0x99C0	0x6AEA	#<CJK>
0x99C1	0x6AEB	#<CJK>
0x99C2	0x6AEC	#<CJK>
0x99C3	0x6AED	#<CJK>
0x99C4	0x6AEE	#<CJK>
0x99C5	0x6AEF	#<CJK>
0x99C6	0x6AF0	#<CJK>
0x99C7	0x6AF1	#<CJK>
0x99C8	0x6AF2	#<CJK>
0x99C9	0x6AF3	#<CJK>
0x99CA	0x6AF4	#<CJK>
0x99CB	0x6AF5	#<CJK>
0x99CC	0x6AF6	#<CJK>
0x99CD	0x6AF7	#<CJK>
0x99CE	0x6AF8	#<CJK>
0x99CF	0x6AF9	#<CJK>
0x99D0	0x6AFA	#<CJK>
0x99D1	0x6AFB	#<CJK>
0x99D2	0x6AFC	#<CJK>
0x99D3	0x6AFD	#<CJK>
0x99D4	0x6AFE	#<CJK>
0x99D5	0x6AFF	#<CJK>
0x99D6	0x6B00	#<CJK>
0x99D7	0x6B01	#<CJK>
0x99D8	0x6B02	#<CJK>
0x99D9	0x6B03	#<CJK>
0x99DA	0x6B04	#<CJK>
0x99DB	0x6B05	#<CJK>
0x99DC	0x6B06	#<CJK>
0x99DD	0x6B07	#<CJK>
0x99DE	0x6B08	#<CJK>
0x99DF	0x6B09	#<CJK>
0x99E0	0x6B0A	#<CJK>
0x99E1	0x6B0B	#<CJK>
0x99E2	0x6B0C	#<CJK>
0x99E3	0x6B0D	#<CJK>
0x99E4	0x6B0E	#<CJK>
0x99E5	0x6B0F	#<CJK>
0x99E6	0x6B10	#<CJK>
0x99E7	0x6B11	#<CJK>
0x99E8	0x6B12	#<CJK>
0x99E9	0x6B13	#<CJK>
0x99EA	0x6B14	#<CJK>
0x99EB	0x6B15	#<CJK>
0x99EC	0x6B16	#<CJK>
0x99ED	0x6B17	#<CJK>
0x99EE	0x6B18	#<CJK>
0x99EF	0x6B19	#<CJK>
0x99F0	0x6B1A	#<CJK>
0x99F1	0x6B1B	#<CJK>
0x99F2	0x6B1C	#<CJK>
0x99F3	0x6B1D	#<CJK>
0x99F4	0x6B1E	#<CJK>
0x99F5	0x6B1F	#<CJK>
0x99F6	0x6B25	#<CJK>
0x99F7	0x6B26	#<CJK>
0x99F8	0x6B28	#<CJK>
0x99F9	0x6B29	#<CJK>
0x99FA	0x6B2A	#<CJK>
0x99FB	0x6B2B	#<CJK>
0x99FC	0x6B2C	#<CJK>
0x99FD	0x6B2D	#<CJK>
0x99FE	0x6B2E	#<CJK>
0x9A40	0x6B2F	#<CJK>
0x9A41	0x6B30	#<CJK>
0x9A42	0x6B31	#<CJK>
0x9A43	0x6B33	#<CJK>
0x9A44	0x6B34	#<CJK>
0x9A45	0x6B35	#<CJK>
0x9A46	0x6B36	#<CJK>
0x9A47	0x6B38	#<CJK>
0x9A48	0x6B3B	#<CJK>
0x9A49	0x6B3C	#<CJK>
0x9A4A	0x6B3D	#<CJK>
0x9A4B	0x6B3F	#<CJK>
0x9A4C	0x6B40	#<CJK>
0x9A4D	0x6B41	#<CJK>
0x9A4E	0x6B42	#<CJK>
0x9A4F	0x6B44	#<CJK>
0x9A50	0x6B45	#<CJK>
0x9A51	0x6B48	#<CJK>
0x9A52	0x6B4A	#<CJK>
0x9A53	0x6B4B	#<CJK>
0x9A54	0x6B4D	#<CJK>
0x9A55	0x6B4E	#<CJK>
0x9A56	0x6B4F	#<CJK>
0x9A57	0x6B50	#<CJK>
0x9A58	0x6B51	#<CJK>
0x9A59	0x6B52	#<CJK>
0x9A5A	0x6B53	#<CJK>
0x9A5B	0x6B54	#<CJK>
0x9A5C	0x6B55	#<CJK>
0x9A5D	0x6B56	#<CJK>
0x9A5E	0x6B57	#<CJK>
0x9A5F	0x6B58	#<CJK>
0x9A60	0x6B5A	#<CJK>
0x9A61	0x6B5B	#<CJK>
0x9A62	0x6B5C	#<CJK>
0x9A63	0x6B5D	#<CJK>
0x9A64	0x6B5E	#<CJK>
0x9A65	0x6B5F	#<CJK>
0x9A66	0x6B60	#<CJK>
0x9A67	0x6B61	#<CJK>
0x9A68	0x6B68	#<CJK>
0x9A69	0x6B69	#<CJK>
0x9A6A	0x6B6B	#<CJK>
0x9A6B	0x6B6C	#<CJK>
0x9A6C	0x6B6D	#<CJK>
0x9A6D	0x6B6E	#<CJK>
0x9A6E	0x6B6F	#<CJK>
0x9A6F	0x6B70	#<CJK>
0x9A70	0x6B71	#<CJK>
0x9A71	0x6B72	#<CJK>
0x9A72	0x6B73	#<CJK>
0x9A73	0x6B74	#<CJK>
0x9A74	0x6B75	#<CJK>
0x9A75	0x6B76	#<CJK>
0x9A76	0x6B77	#<CJK>
0x9A77	0x6B78	#<CJK>
0x9A78	0x6B7A	#<CJK>
0x9A79	0x6B7D	#<CJK>
0x9A7A	0x6B7E	#<CJK>
0x9A7B	0x6B7F	#<CJK>
0x9A7C	0x6B80	#<CJK>
0x9A7D	0x6B85	#<CJK>
0x9A7E	0x6B88	#<CJK>
0x9A80	0x6B8C	#<CJK>
0x9A81	0x6B8E	#<CJK>
0x9A82	0x6B8F	#<CJK>
0x9A83	0x6B90	#<CJK>
0x9A84	0x6B91	#<CJK>
0x9A85	0x6B94	#<CJK>
0x9A86	0x6B95	#<CJK>
0x9A87	0x6B97	#<CJK>
0x9A88	0x6B98	#<CJK>
0x9A89	0x6B99	#<CJK>
0x9A8A	0x6B9C	#<CJK>
0x9A8B	0x6B9D	#<CJK>
0x9A8C	0x6B9E	#<CJK>
0x9A8D	0x6B9F	#<CJK>
0x9A8E	0x6BA0	#<CJK>
0x9A8F	0x6BA2	#<CJK>
0x9A90	0x6BA3	#<CJK>
0x9A91	0x6BA4	#<CJK>
0x9A92	0x6BA5	#<CJK>
0x9A93	0x6BA6	#<CJK>
